CHAVE;EMPRESA;ANO;MES;DATA;CLIENTE;DOC;PRODUTO;QTD;PRECO;VALOR;DESC;CAIXA;FORMA;TIPO;VENDEDOR;GRUPO;SUBGRUPO
;T CASA 01 - Matriz;2025;9;09/09/2025;HOTEL FORM. 1 BELEM;12322;FITA ISOLANTE PRETA 19MMX20M;6;61,9;371,4;0;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;FITA ISOLANTE
;T CASA 01 - Matriz;2025;9;17/09/2025;COND.AGUAS CRISTAL;12451;DUCHA HIGIENICA POP CR - 212700 1984;6;61,9;371,4;0;;A PRAZO;NFDAV;HC ALLAN;COZINHA/BANHEIROS;DUCHA
;T CASA 01 - Matriz;2025;10;20/10/2025;LIDERANCA SERVICOS;13190;AREIA - SACO 20KG;25;14,8456;371,14;0,05;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;AREIA
;T CASA 01 - Matriz;2025;10;24/10/2025;PINHEIRO SERENI ENGENHARIA;13300;FECHADURA EXTERNA ALAVANCA CROMADA;5;74,204;371,02;1,7;;A PRAZO;NFDAV;HC VICENTE;FERRAGENS/FECHADURAS;FECHADURA
;T CASA 01 - Matriz;2025;9;08/09/2025;PINHEIRO SERENI ENGENHARIA;12288;REPARO MVS REGISTRO GAVETA 3-4 ROSCA N 1;3;123,6666667;371;12,23;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;REPARO REGISTRO
;T CASA 01 - Matriz;2025;10;08/10/2025;EQS ENGENHARIA;12949;POTE HERMETICO CAPACIDADE 1300ML;12;30,9;370,8;0;;A PRAZO;NFDAV;HC RENATO;UD/JARD/PRES/DECOR;POTE
;T CASA 01 - Matriz;2025;8;16/08/2025;VENDA CONSUMIDOR;7093;TORNEIRA FILTRO MESA;1;370,2;370,2;0;1;DINHEIRO;CUPOM MANUAL;HC MILTON;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;9;12/09/2025;VENDA CONSUMIDOR;8489;RENOVE SB BRANCO GELO;4;92,54;370,16;5,06;1;CARTÃO;DAV;HC NAZARENO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;27/07/2025;JOSE VICENTE RODRIGUES E SILVA;0;JG FONDUE INOX CERAMICA 11PCS;1;370;370;0;;A PRAZO;;HC CESAR;UD/JARD/PRES/DECOR;FUNDUE
;T CASA 01 - Matriz;2025;8;26/08/2025;LIDER ENGENHARIA;12100;FITA CREPE USO GERAL 48X50M;20;18,5;370;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;FITA CREPE
;T CASA 01 - Matriz;2025;9;10/09/2025;ATRIO HOTEIS S.A.;12339;CABO FLEXIVEL 750V;100;3,7;370;0;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;10;14/10/2025;VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;13044;CABO FLEXIVEL 750V;100;3,7;370;0;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;10;30/10/2025;VENDA CONSUMIDOR;13080;CABO FLEXIVEL 750V;100;3,7;370;0;2;CARTÃO;CUPOM MANUAL;HC MILTON;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;10;30/10/2025;VENDA CONSUMIDOR;13080;CABO FLEXIVEL 750V;100;3,7;370;0;2;CARTÃO;CUPOM MANUAL;HC MILTON;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;5;05/05/2025;MOTOVESA;9947;CADEIRA BISTRO S.BRACO BR;5;73,99;369,95;0;;A PRAZO;NFDAV;HC CARLOS SILVA;MOVEIS/GABINETE/TOUC;CADEIRA
;T CASA 01 - Matriz;2025;6;02/06/2025;COLEGIO NAZARE;10546;SEIXO FINO;1;369,9;369,9;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;UD
;T CASA 01 - Matriz;2025;8;27/08/2025;HOTEL VILA RICA;10317;TORNEIRA LAVATORIO BANCADA CLEAN - 30383;4;92,4;369,6;0;2;CARTÃO;DAV;HC CESAR;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;10;04/10/2025;REDE ANDRADE HOTEL D;12856;TORNEIRA LAVATORIO BANCADA CLEAN - 30383;4;92,4;369,6;0;;A PRAZO;NFDAV;HC ALLAN;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;4;17/04/2025;PABLO DMITRI BARRA BRANDAO;4732;RENOVE ACETINADO BRANCO NEVE;1;369,42;369,42;0;2;CARTÃO;ORÇAMENTO;HC RENATO;TINTA/IMPERM/COMPLEM;TINTAS/VERNIZ
;T CASA 01 - Matriz;2025;4;17/04/2025;VENDA CONSUMIDOR;1221;RENOVE ACETINADO AREIA;1;369,42;369,42;0;1;CARTÃO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;TINTAS/VERNIZ
;T CASA 01 - Matriz;2025;4;23/04/2025;VENDA CONSUMIDOR;4958;RENOVE ACETINADO BRANCO NEVE;1;369,42;369,42;0;2;CARTÃO;CUPOM MANUAL;HC RENATO;TINTA/IMPERM/COMPLEM;TINTAS/VERNIZ
;T CASA 01 - Matriz;2025;4;23/04/2025;VENDA CONSUMIDOR;4960;RENOVE ACETINADO BRANCO NEVE;1;369,42;369,42;0;2;CARTÃO;CUPOM MANUAL;HC RENATO;TINTA/IMPERM/COMPLEM;TINTAS/VERNIZ
;T CASA 01 - Matriz;2025;8;27/08/2025;VENDA CONSUMIDOR;10312;RENOVE ACETINADO AREIA;1;369,42;369,42;0;2;CARTÃO;CUPOM MANUAL;HC RENATO;TINTA/IMPERM/COMPLEM;TINTAS/VERNIZ
;T CASA 01 - Matriz;2025;6;23/06/2025;HELOISA;10971;TUBO ESGOTO 6M;4;92,3;369,2;0;;A PRAZO;NFDAV;HC WELLINGTON SILVA;BASICO/HIDRAULICA;TUBO
;T CASA 01 - Matriz;2025;6;17/06/2025;SG ARQUITETURA E CON;4208;PIA INOX 1200X530 1 CUBA DIR;1;369,04;369,04;27,46;1;BANCO;DAV;HC WELLINGTON SILVA;COZINHA/BANHEIROS;PIA
;T CASA 01 - Matriz;2025;4;14/04/2025;SOCOCO;9600;REGISTRO ESFERA REDUZIDA;2;184,5;369;0;;A PRAZO;NFDAV;HC CARLOS SILVA;BASICO/HIDRAULICA;REGISTRO
;T CASA 01 - Matriz;2025;8;20/08/2025;MOINHOS CRUZEIRO DO;11962;ESPUMA EXPANSIVA 500ML;10;36,9;369;0;;A PRAZO;NFDAV;HC ALLAN;QUIMICOS/ADESIVOS;ESPUMA EXPANSIVA
;T CASA 01 - Matriz;2025;10;24/10/2025;VENDA CONSUMIDOR;12844;PINTURA EMBORRACHADA PAREDE - 18KG 31115;1;369;369;0;2;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;21/08/2025;LIDERANCA SERVICOS;11982;FITA ISOLANTE PRETA 19MMX20M;6;61,45;368,7;0;;A PRAZO;NFDAV;HC VICENTE;ELETRICO/ILUMINACAO;FITA ISOLANTE
;T CASA 01 - Matriz;2025;4;29/04/2025;VENDA CONSUMIDOR;5269;PAINEL LED POP EMBUTIR QUAD 24W 6500K;5;73,7;368,5;0;2;BANCO;CUPOM MANUAL;HC FRANCISCO;ELETRICO/ILUMINACAO;PAINEL
;T CASA 01 - Matriz;2025;9;11/09/2025;EUROCAR;12378;VALVULA MICTORIO AUTOMATICA ECO PLUS;3;122,8;368,4;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;VALVULA
;T CASA 01 - Matriz;2025;4;29/04/2025;IT CENTER;9869;MANTA LIQUIDA BRANCA - 18KG 031113023405;1;368,32;368,32;92,08;;A PRAZO;NFDAV;VENDEDOR PADRAO;TINTA/IMPERM/COMPLEM;MANTA
;T CASA 01 - Matriz;2025;10;07/10/2025;VENDA CONSUMIDOR;9857;TRANSFORMADOR 3000VA BIVOLT;1;368,32;368,32;19,38;1;CARTÃO;CUPOM MANUAL;HC CESAR;ELETRICO/ILUMINACAO;TRANSFORMADOR
;T CASA 01 - Matriz;2025;11;04/11/2025;VENDA CONSUMIDOR;10981;TRANSFORMADOR 3000VA BIVOLT;1;368,32;368,32;19,38;1;CARTÃO;CUPOM MANUAL;HC MILTON;ELETRICO/ILUMINACAO;TRANSFORMADOR
;T CASA 01 - Matriz;2025;9;22/09/2025;HOTEL FORM. 1 BELEM;12563;CABO FLEXIVEL 750V;100;3,6821;368,21;0,02;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;9;22/09/2025;HOTEL FORM. 1 BELEM;12563;CABO FLEXIVEL 750V;100;3,6821;368,21;0,02;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;5;16/05/2025;TRANSVIAS CONSTRUCOE;10190;SIKASEPAROL-100 W SIKA DESMOLD 18L FRAC;1;368;368;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;16/05/2025;POSTO 14 DE MARCO;10214;LAMPADA LED TUBOLAR T8 20,5W 4000K;20;18,4;368;0;;A PRAZO;NFDAV;VENDEDOR PADRAO;ELETRICO/ILUMINACAO;LAMPADA
;T CASA 01 - Matriz;2025;8;06/08/2025;PARA 2000;11714;FITA DEMARCACAO ZEBRADA 70X200;10;36,8;368;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;FITA DEMARCACAO
;T CASA 01 - Matriz;2025;8;18/08/2025;PARA 2000;11922;FITA DEMARCACAO ZEBRADA 70X200;10;36,8;368;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;FITA DEMARCACAO
;T CASA 01 - Matriz;2025;10;30/10/2025;COLEGIO NAZARE;13384;PAINEL LED POP SOBREPOR QUAD 24W BR;10;36,8;368;0;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;PAINEL
;T CASA 01 - Matriz;2025;6;07/06/2025;ALDILETH ALMEIDA VILHENA;10700;PENDENTE PEROLA ARCO OURO 1XG45;1;367,99;367,99;92;;A PRAZO;NFDAV;HC MARIA RAIMUNDA;ELETRICO/ILUMINACAO;PENDENTE
;T CASA 01 - Matriz;2025;6;12/06/2025;SESC;3996;AREIA - METRO *;2;183,9;367,8;0;1;CARTÃO;DAV;HC RENATO;BASICO/HIDRAULICA;AREIA
;T CASA 01 - Matriz;2025;9;24/09/2025;AMAZON CONSTRUCOES;12604;DISCO CORTE DIAMANTADO 228,60MM;2;183,9;367,8;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;DISCO
;T CASA 01 - Matriz;2025;4;11/04/2025;GM ENGENHARIA;0;MARRETA C CABO 5KG;2;183,5;367;0;;A PRAZO;;HC RENATO;FERRAMENTA/MAQU/EPI;MARRETA
;T CASA 01 - Matriz;2025;4;04/04/2025;VENDA CONSUMIDOR;3768;ASSENTO VALENTINA MADEIRA PINTADO;1;366,7;366,7;0;2;BANCO;CUPOM MANUAL;HC RENATA;COZINHA/BANHEIROS;ASSENTO
;T CASA 01 - Matriz;2025;5;07/05/2025;VENDA CONSUMIDOR;2215;ASSENTO VALENTINA MADEIRA PINTADO;1;366,7;366,7;0;1;CARTÃO;CUPOM MANUAL;HC RENATA;COZINHA/BANHEIROS;ASSENTO
;T CASA 01 - Matriz;2025;9;22/09/2025;HOTEL FORM. 1 BELEM;12563;MANGUEIRA CRISTAL;50;7,3146;365,73;0,04;;A PRAZO;NFDAV;HC ALLAN;FERRAGENS/FECHADURAS;MANGUEIRA
;T CASA 01 - Matriz;2025;6;27/06/2025;SENENGE ENGENHARIA;11055;CHAVE GRIFO 48;1;365,7;365,7;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;CHAVE
;T CASA 01 - Matriz;2025;7;08/07/2025;PINHEIRO SERENI INCO;11206;SIKA 1 LITRO;20;18,276;365,52;0,02;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;IMPERMEABILIZANTE
;T CASA 01 - Matriz;2025;8;07/08/2025;COLEGIO NAZARE;11746;GRILL CONTRAST GRL616 110V;1;365;365;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;CHAPA
;T CASA 01 - Matriz;2025;5;21/05/2025;DATASOL;10327;PISO TATIL ALERTA 25 X 25 PRETO BR DECOR;23;15,86869565;364,98;0,03;;A PRAZO;NFDAV;HC ALLAN;PISOS/REVESTIMENTOS;PLACA
;T CASA 01 - Matriz;2025;5;05/05/2025;NILSON;9948;DESTACK BRANCO NEVE;3;121,49;364,47;13,5;;CARTÃO;NFDAV;HC WELLINGTON SILVA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;9;02/09/2025;VILA GALE BRASIL;12205;GARRAFAO TERMICO AZUL 5L;4;91,1;364,4;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;GARRAFAO TERMICO
;T CASA 01 - Matriz;2025;7;30/07/2025;HOTEL VILA RICA;6345;TORNEIRA GIR COZINHA PAREDE C- ALTO AREJ;2;182,1;364,2;0;1;BANCO;DAV;HC CESAR;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;10;02/10/2025;VENDA CONSUMIDOR;9486;ASSENTO SOFT;2;182,1;364,2;0;1;CARTÃO;CUPOM MANUAL;HC MILTON;COZINHA/BANHEIROS;ASSENTO
;T CASA 01 - Matriz;2025;6;17/06/2025;VENDA CONSUMIDOR;4246;DOBRADICA OXIDADA CARTELA 3;8;45,5;364;0;1;DINHEIRO;CUPOM MANUAL;HC RENATA;FERRAGENS/FECHADURAS;DOBRADICA
;T CASA 01 - Matriz;2025;5;19/05/2025;BELEM HOTELARIA;10237;KIT CAIXA DESCARGA ACOPLADA;3;121,3;363,9;0;;A PRAZO;NFDAV;HC ALLAN;COZINHA/BANHEIROS;KIT CAIXA ACOPLADA
;T CASA 01 - Matriz;2025;4;23/04/2025;EXEC. HANGAR HOTEL;9763;FITA ANTIDERRAPANTE CINZA 50X20M;3;121,2;363,6;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;FITA ANTIDERRAPANTE
;T CASA 01 - Matriz;2025;10;02/10/2025;COLEGIO NAZARE;12808;LONA AZUL 10X5M 100MICRAS;1;363,6;363,6;0;;A PRAZO;NFDAV;HC ALLAN;DIVERSOS;LONA
;T CASA 01 - Matriz;2025;10;03/10/2025;COLEGIO NAZARE;12848;LONA AZUL 10X5M 100MICRAS;1;363,6;363,6;0;;A PRAZO;NFDAV;HC ALLAN;DIVERSOS;LONA
;T CASA 01 - Matriz;2025;10;10/10/2025;EQS ENGENHARIA;12977;TORNEIRA MESA AUTOMATICA POP;3;121,1;363,3;0;;A PRAZO;NFDAV;HC RENATO;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;8;25/08/2025;GREENVILLE I;12048;COLA CONTATO 2,8KG;2;181,64;363,28;9,56;;A PRAZO;NFDAV;HC ALLAN;QUIMICOS/ADESIVOS;COLA
;T CASA 01 - Matriz;2025;5;14/05/2025;GUEDES REZENDE ENG;10152;FITA CREPE 48X50M;15;24,2;363;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;FITA CREPE
;T CASA 01 - Matriz;2025;10;24/10/2025;SONHARE CONST E INCO;13295;LUVA ESGOTO;8;45,34625;362,77;0,25;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;LUVA
;T CASA 01 - Matriz;2025;6;28/06/2025;VENDA CONSUMIDOR;4808;MANTA VEDA TUDO ALUMINIO 90X10M;1;362,2;362,2;0;1;CARTÃO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;MANTA
;T CASA 01 - Matriz;2025;7;03/07/2025;SANEAR;11143;MANTA VEDA TUDO ALUMINIO 90X10M;1;362,2;362,2;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;MANTA
;T CASA 01 - Matriz;2025;5;16/05/2025;SEMEC;10202;FECHADURA EXTERNA FIT 3410 E380 MZ 560 C;6;60,325;361,95;3,18;;DINHEIRO;NFDAV;HC NAZARENO;FERRAGENS/FECHADURAS;FECHADURA
;T CASA 01 - Matriz;2025;4;17/04/2025;VENDA CONSUMIDOR;1170;CIMENTADO PISO CINZA ESCURO - 18L 2649;1;361,76;361,76;0;1;BANCO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;4;22/04/2025;GM ENGENHARIA;9738;CIMENTADO E PISO PRETO;1;361,76;361,76;0;;A PRAZO;NFDAV;HC RENATO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;4;24/04/2025;VENDA CONSUMIDOR;1470;CIMENTADO PISO CINZA ESCURO - 18L 2649;1;361,76;361,76;0;1;CARTÃO;CUPOM MANUAL;HC FRANCISCO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;07/05/2025;VENDA CONSUMIDOR;2208;CIMENTADO PISO VERDE QUADRA;1;361,76;361,76;0;1;CARTÃO;CUPOM MANUAL;HC MARINETE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;16/05/2025;PINHEIRO SERENI INCO;10203;CIMENTADO PISO VERMELHO SEGURANCA;1;361,76;361,76;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;14/07/2025;FGR - ARQUITETURA E ENGENHARIA;5677;CIMENTADO E PISO PRETO;1;361,76;361,76;0;1;DINHEIRO;DAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;9;22/09/2025;VENDA CONSUMIDOR;9056;TORNEIRA COZINHA PAREDE CRISTAL - 10603/;2;180,8;361,6;0;1;CARTÃO;CUPOM MANUAL;HC MILTON;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;7;30/07/2025;HOTEL VILA RICA;6345;CHUVEIRO ARTICULADO REDONDO SWAN 6;2;180,3;360,6;0;1;BANCO;DAV;HC CESAR;COZINHA/BANHEIROS;CHUVEIRO
;T CASA 01 - Matriz;2025;7;09/07/2025;VENDA CONSUMIDOR;8524;ZARCAO LARANJA;3;120,03;360,09;0;2;CARTÃO;CUPOM MANUAL;HC WELLINGTON SILVA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;03/07/2025;VENDA CONSUMIDOR;5075;RODA CARRINHO MAO;2;180,025;360,05;9,47;1;BANCO;CUPOM MANUAL;HC MARIA RAIMUNDA;FERRAMENTA/MAQU/EPI;RODA
;T CASA 01 - Matriz;2025;4;10/04/2025;PINHEIRO SERENI INCO;9558;JUNTA DILATACAO PRETA 17X3X2M;60;6;360;0;;A PRAZO;NFDAV;HC VICENTE;FERRAGENS/FECHADURAS;UD
;T CASA 01 - Matriz;2025;4;14/04/2025;PINHEIRO SERENI INCO;9612;JUNTA DILATACAO PRETA 17X3X2M;60;6;360;0;;A PRAZO;NFDAV;HC VICENTE;FERRAGENS/FECHADURAS;UD
;T CASA 01 - Matriz;2025;4;28/04/2025;GREENVILLE I;9842;MANGUEIRA TRANCADA PT 250 PSI 1/2 TRANSP;50;7,2;360;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;MANGUEIRA
;T CASA 01 - Matriz;2025;4;30/04/2025;LIDER ENGENHARIA;9910;BUCHA REDUCAO SOLDA LONGA 60X32MM;18;20;360;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;BUCHA
;T CASA 01 - Matriz;2025;5;20/05/2025;ECONOMICO LTDA;10276;DISCO CORTE INOX 180X1.6X22.23MM;50;7,2;360;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;DISCO
;T CASA 01 - Matriz;2025;9;01/09/2025;VENDA CONSUMIDOR;10552;CLIP CABO ACO 3/4 19;90;4;360;1,8;2;BANCO;DAV;HC MARCELO;FERRAGENS/FECHADURAS;CLIP
;T CASA 01 - Matriz;2025;10;20/10/2025;HOTEL FORM. 1 BELEM;13161;ESCADA ACO 2 DEGRAUS;2;179,9;359,8;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;ESCADA
;T CASA 01 - Matriz;2025;4;08/04/2025;CONASA;9526;GARRAFA TERMICA PRETA 1,6L;1;359,7;359,7;0;;A PRAZO;NFDAV;HC VICENTE;UD/JARD/PRES/DECOR;GARRAFA TERMICA
;T CASA 01 - Matriz;2025;9;26/09/2025;VENDA CONSUMIDOR;11653;COLOR SYSTEM B VERTEX SEMIBRILHO;1;359,67;359,67;18,93;2;CARTÃO;CUPOM MANUAL;HC RENATO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;12/07/2025;HOTEL FORM. 1 BELEM;11307;REFIL FILTRO ACQUA 200BR TR;4;89,9;359,6;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;REFIL FILTRO
;T CASA 01 - Matriz;2025;6;13/06/2025;COND BOULEVARD SHOPP;10824;ADAPTADOR SOLDA CURTO;6;59,9;359,4;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;ADAPTADOR
;T CASA 01 - Matriz;2025;7;28/07/2025;CONSTRUTORA KARAJAS;11563;CIMENTO COLA PISCINA 15KG;6;59,9;359,4;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;CIMENTO COLA
;T CASA 01 - Matriz;2025;6;26/06/2025;PINHEIRO SERENI INCO;11038;REGISTRO GAVETA BASE;5;71,834;359,17;2,97;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;REGISTRO
;T CASA 01 - Matriz;2025;6;23/06/2025;PINHEIRO SERENI INCO;10973;ASSENTO SOFT - TPJ/AS BR1;9;39,9;359,1;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;ASSENTO
;T CASA 01 - Matriz;2025;8;18/08/2025;GREENVILLE I;11920;VASSOURA JARDIM 22 DENTES C CABO 1,20M;10;35,9;359;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;VASSOURA
;T CASA 01 - Matriz;2025;4;12/04/2025;VENDA CONSUMIDOR;4486;BARRA APOIO ALUMINIO 80CM - 1227;4;89,7;358,8;0;2;CARTÃO;CUPOM MANUAL;HC FRANCISCO;COZINHA/BANHEIROS;BARRA APOIO
;T CASA 01 - Matriz;2025;9;03/09/2025;COND BOULEVARD SHOPP;12210;TINTA SPRAY GERAL BRANCO 350ML - 2302100;12;29,9;358,8;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA SPRAY
;T CASA 01 - Matriz;2025;6;06/06/2025;VENDA CONSUMIDOR;3608;CUBA APOIO 400X355 C/MESA SMART BR;1;358,63;358,63;18,87;1;CARTÃO;CUPOM MANUAL;HC MILTON;COZINHA/BANHEIROS;CUBA
;T CASA 01 - Matriz;2025;5;23/05/2025;LIDER ENGENHARIA;10367;MASSA PLASTICA CINZA;15;23,9;358,5;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;MASSA PLASTICA
;T CASA 01 - Matriz;2025;10;10/10/2025;VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;12981;TARTARUGA FORCE LED 18W 6500K BRANCO;5;71,7;358,5;0;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;ILUMINACAO
;T CASA 01 - Matriz;2025;7;29/07/2025;COND BOULEVARD SHOPP;11593;TOMADA SIMPLES 2PT 10A LIZ;20;17,9;358;0;;A PRAZO;NFDAV;HC VICENTE;ELETRICO/ILUMINACAO;TOMADA
;T CASA 01 - Matriz;2025;9;29/09/2025;HOTEL FORM. 1 BELEM;12697;NIPLE GALVONIZADO DUPLO;20;17,9;358;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;NIPLE
;T CASA 01 - Matriz;2025;9;16/09/2025;VENDA CONSUMIDOR;11196;CIMENTADO PISO CINZA CLARO - 18L 2647;1;357,9;357,9;0;2;CARTÃO;DAV;HC MARCELO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;9;19/09/2025;VENDA CONSUMIDOR;11329;CIMENTADO PISO CINZA CLARO - 18L 2647;1;357,8;357,8;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;11;03/11/2025;HOTEL FORM. 1 BELEM;13439;CIMENTADO PISO CINZA CLARO - 18L 2647;1;357,8;357,8;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;17/05/2025;VENDA CONSUMIDOR;2638;CIMENTADO E PISO CINZA MEDIO;1;357,7;357,7;0;1;CARTÃO;CUPOM MANUAL;HC CESAR;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;21/05/2025;PINHEIRO SERENI INCO;10320;CIMENTADO PISO AMARELO SEGURANCA;1;357,7;357,7;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;21/05/2025;PINHEIRO SERENI INCO;10320;CIMENTADO PISO VERMELHO SEGURANCA;1;357,7;357,7;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;6;02/06/2025;PINHEIRO SERENI INCO;10553;CIMENTADO PISO VERDE QUADRA;1;357,7;357,7;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;6;21/06/2025;RR CHEVROLET;10949;CIMENTADO E PISO CINZA MEDIO;1;357,7;357,7;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;6;24/06/2025;ELISSA OLIVEIRA DUARTE;7818;CIMENTADO PISO VERDE QUADRA;1;357,7;357,7;0;2;BANCO;DAV;HC MARINETE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;02/07/2025;IT CENTER;11121;CIMENTADO PISO CINZA ESCURO - 18L 2649;1;357,7;357,7;0;;A PRAZO;NFDAV;VENDEDOR PADRAO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;01/08/2025;VENDA CONSUMIDOR;9399;CIMENTADO PISO VERDE QUADRA;1;357,7;357,7;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;9;11/09/2025;VENDA CONSUMIDOR;8412;CIMENTADO PISO AZUL SEGURANCA;1;357,7;357,7;0;1;BANCO;CUPOM MANUAL;HC BARBOSA;TINTA/IMPERM/COMPLEM;TINTA
